stt,nhom,vai_tro,duong_dan_website,duong_dan_tap_tin,dinh_dang,kich_thuoc_px,dung_luong_kb,trang_thai
366,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/hop-nhom-dau-ngay-kiem-thu.webp,public/images/people/work-life-chi-tiet/hop-nhom-dau-ngay-kiem-thu.webp,WEBP,1600 × 1600,133,DA_TICH_HOP
367,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/kinh-nghiem-cho-ba-moi.webp,public/images/people/work-life-chi-tiet/kinh-nghiem-cho-ba-moi.webp,WEBP,1600 × 1600,153,DA_TICH_HOP
368,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/kinh-nghiem-cho-tester-moi.webp,public/images/people/work-life-chi-tiet/kinh-nghiem-cho-tester-moi.webp,WEBP,1600 × 1200,132,DA_TICH_HOP
369,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/le-minh-khuong-business-analyst.webp,public/images/people/work-life-chi-tiet/le-minh-khuong-business-analyst.webp,WEBP,1600 × 1600,85,DA_TICH_HOP
370,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/mot-ngay-flutter-developer.webp,public/images/people/work-life-chi-tiet/mot-ngay-flutter-developer.webp,WEBP,1600 × 1600,132,DA_TICH_HOP
371,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/nguyen-gia-bao-flutter-developer.webp,public/images/people/work-life-chi-tiet/nguyen-gia-bao-flutter-developer.webp,WEBP,1600 × 1600,116,DA_TICH_HOP
372,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/nguyen-quoc-huy-tester.webp,public/images/people/work-life-chi-tiet/nguyen-quoc-huy-tester.webp,WEBP,1600 × 1600,124,DA_TICH_HOP
373,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/qua-trinh-lam-viec-backend.webp,public/images/people/work-life-chi-tiet/qua-trinh-lam-viec-backend.webp,WEBP,1200 × 1600,122,DA_TICH_HOP
374,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/tran-gia-bao-backend-engineer.webp,public/images/people/work-life-chi-tiet/tran-gia-bao-backend-engineer.webp,WEBP,1600 × 1600,95,DA_TICH_HOP
375,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/tran-thuc-quyen-tester.webp,public/images/people/work-life-chi-tiet/tran-thuc-quyen-tester.webp,WEBP,1600 × 1600,102,DA_TICH_HOP
376,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/trao-doi-cong-viec-backend.webp,public/images/people/work-life-chi-tiet/trao-doi-cong-viec-backend.webp,WEBP,1600 × 1200,153,DA_TICH_HOP
377,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life-chi-tiet/vo-tuan-tai-business-analyst.webp,public/images/people/work-life-chi-tiet/vo-tuan-tai-business-analyst.webp,WEBP,1600 × 1600,103,DA_TICH_HOP
378,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life/mot-ngay-business-analyst-softbuild.webp,public/images/people/work-life/mot-ngay-business-analyst-softbuild.webp,WEBP,1920 × 1080,133,DA_TICH_HOP
379,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life/mot-ngay-flutter-developer-softbuild.webp,public/images/people/work-life/mot-ngay-flutter-developer-softbuild.webp,WEBP,1920 × 1080,118,DA_TICH_HOP
380,Nhân vật và văn phòng,Ảnh Work Life,/images/people/work-life/mot-ngay-kiem-thu-softbuild.webp,public/images/people/work-life/mot-ngay-kiem-thu-softbuild.webp,WEBP,1920 × 1080,144,DA_TICH_HOP
381,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/ai-development.webp,public/images/services/softbuild/ai-development.webp,WEBP,1360 × 840,128,DA_TICH_HOP
382,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/blockchain-development.webp,public/images/services/softbuild/blockchain-development.webp,WEBP,1360 × 840,75,DA_TICH_HOP
383,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/custom-software-solutions.webp,public/images/services/softbuild/custom-software-solutions.webp,WEBP,1360 × 841,85,DA_TICH_HOP
384,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/devops-development.webp,public/images/services/softbuild/devops-development.webp,WEBP,1360 × 840,90,DA_TICH_HOP
385,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/enterprise-software-development.webp,public/images/services/softbuild/enterprise-software-development.webp,WEBP,1360 × 837,89,DA_TICH_HOP
386,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/generative-ai-integration.webp,public/images/services/softbuild/generative-ai-integration.webp,WEBP,1360 × 841,132,DA_TICH_HOP
387,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/iot-development.webp,public/images/services/softbuild/iot-development.webp,WEBP,1360 × 840,154,DA_TICH_HOP
388,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/mobile-app-development.webp,public/images/services/softbuild/mobile-app-development.webp,WEBP,1360 × 841,82,DA_TICH_HOP
389,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/mvp-software-development.webp,public/images/services/softbuild/mvp-software-development.webp,WEBP,1380 × 845,82,DA_TICH_HOP
390,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/saas-application-development.webp,public/images/services/softbuild/saas-application-development.webp,WEBP,1360 × 840,65,DA_TICH_HOP
391,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/software-maintenance-and-support.webp,public/images/services/softbuild/software-maintenance-and-support.webp,WEBP,1360 × 844,117,DA_TICH_HOP
392,Dịch vụ SoftBuild,Ảnh dịch vụ,/images/services/softbuild/web-application-development.webp,public/images/services/softbuild/web-application-development.webp,WEBP,1360 × 840,88,DA_TICH_HOP
393,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/chuoi-cung-ung.png,public/images/industries/softbuild/chuoi-cung-ung.png,PNG,96 × 96,4,DA_TICH_HOP
394,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/dau-khi.png,public/images/industries/softbuild/dau-khi.png,PNG,96 × 96,3,DA_TICH_HOP
395,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/du-lich.png,public/images/industries/softbuild/du-lich.png,PNG,96 × 96,3,DA_TICH_HOP
396,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/ke-toan.png,public/images/industries/softbuild/ke-toan.png,PNG,96 × 96,4,DA_TICH_HOP
397,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/ngan-hang.png,public/images/industries/softbuild/ngan-hang.png,PNG,96 × 96,4,DA_TICH_HOP
398,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/nong-nghiep.png,public/images/industries/softbuild/nong-nghiep.png,PNG,96 × 96,5,DA_TICH_HOP
399,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/phan-mem-tien-ich.png,public/images/industries/softbuild/phan-mem-tien-ich.png,PNG,96 × 96,4,DA_TICH_HOP
400,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/ung-dung-theo-yeu-cau.png,public/images/industries/softbuild/ung-dung-theo-yeu-cau.png,PNG,96 × 96,4,DA_TICH_HOP
401,Biểu tượng ngành nghề,Biểu tượng ngành nghề,/images/industries/softbuild/xay-dung.png,public/images/industries/softbuild/xay-dung.png,PNG,96 × 96,3,DA_TICH_HOP
